Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
036460,KR7036460004,한국가스공사,KOSPI,,35150,1,750,2.18,33950,35700,33950,174126,6121243900,3244801950000,92313000,STK
011780,KR7011780004,금호석유화학,KOSPI,,125000,2,-100,-0.08,123900,126200,122000,42235,5263895700,3144665625000,25157325,STK
035250,KR7035250000,강원랜드,KOSPI,,14400,3,0,0.0,14200,14570,14200,177293,2560913355,3080743200000,213940500,STK
103590,KR7103590006,일진전기,KOSPI,,64000,2,-2600,-3.9,66300,68600,63000,321116,21152502750,3051864960000,47685390,STK
214370,KR7214370009,케어젠,KOSDAQ,벤처기업부,56500,2,-1100,-1.91,54600,58700,54600,39147,2240424100,3034897500000,53715000,KSQ
251270,KR7251270005,넷마블,KOSPI,,36600,2,-200,-0.54,36150,36900,36150,76443,2792643200,2998805298600,81934571,STK
031210,KR7031210008,서울보증보험,KOSPI,,42800,1,450,1.06,42400,43150,42250,14170,605754500,2988364394400,69821598,STK
483650,KR7483650008,달바글로벌,KOSPI,,237000,2,-3000,-1.25,240000,255000,234500,90356,22150295500,2961057855000,12493915,STK
022100,KR7022100002,포스코DX,KOSPI,,19380,2,-770,-3.82,19720,19950,19120,261153,5099789905,2946433048020,152034729,STK
214150,KR7214150005,클래시스,KOSDAQ GLOBAL,우량기업부,45150,1,900,2.03,43650,45250,43300,137561,6109407750,2945390003850,65235659,KSQ
403870,KR7403870009,HPSP,KOSDAQ GLOBAL,우량기업부,35750,2,-3900,-9.84,38850,38900,35650,1954042,72091836450,2942225000000,82300000,KSQ
475150,KR7475150009,SK이터닉스,KOSPI,,85600,1,5000,6.2,80800,87700,75500,17837025,1460981413900,2916135542400,34067004,STK
097950,KR7097950000,CJ제일제당,KOSPI,,193300,1,3100,1.63,188100,195600,188100,33357,6457427650,2909974153800,15054186,STK
